season,player,salary
2009-2010,LaMarcus Aldridge,5844827
2009-2010,Morris Peterson,5800000
2009-2010,Francisco Garcia,5800000
2009-2010,Raymond Felton,5501196
2009-2010,Greg Oden,5361240
2009-2010,Mickael Pietrus,5300000
2009-2010,Adam Morrison,5257229
2009-2010,Raja Bell,5250000
2009-2010,Speedy Claxton,5209454
2009-2010,Derrick Rose,5184480
2009-2010,Kyle Korver,5163636
2009-2010,Nenad Krstic,5160832
2009-2010,Derek Fisher,5048000
2009-2010,Sasha Vujacic,5000000
2009-2010,Jason Maxiell,5000000
2009-2010,Nate Robinson,5000000
2009-2010,Jarrett Jack,5000000
2009-2010,Blake Griffin,4983480
2009-2010,Lou Williams,4972500
2009-2010,Reggie Evans,4960000
2009-2010,Luke Walton,4840000
2009-2010,Kevin Durant,4796880
2009-2010,Zaza Pachulia,4750000
2009-2010,Tyrus Thomas,4743598
2009-2010,Matt Carroll,4700000
2009-2010,Michael Beasley,4638600
2009-2010,Drew Gooden,4580735
2009-2010,Marcus Banks,4553793
2009-2010,Darius Songaila,4526000
2009-2010,Antonio McDyess,4500000
2009-2010,Kendrick Perkins,4500000
2009-2010,Hasheem Thabeet,4458840
2009-2010,Trenton Hassell,4350000
2009-2010,Martell Webster,4344000
2009-2010,James Jones,4330000
2009-2010,Al Horford,4307640
2009-2010,Delonte West,4254250
2009-2010,O.J. Mayo,4165560
2009-2010,Ronny Turiaf,4140000
2009-2010,Bruce Bowen,4100000
2009-2010,Daniel Gibson,4088500
2009-2010,Greg Buckner,4080915
2009-2010,James Harden,4004160
2009-2010,Kwame Brown,4000000
2009-2010,Brandon Bass,4000000
2009-2010,Steve Blake,4000000
2009-2010,Rasual Butler,3945000
2009-2010,Amir Johnson,3941667
2009-2010,Brandon Roy,3910816
2009-2010,Ryan Gomes,3892500
2009-2010,DeShawn Stevenson,3883929
2009-2010,Mike Conley,3883800
2009-2010,Kurt Thomas,3800000
2009-2010,Roger Mason Jr.,3780000
2009-2010,Russell Westbrook,3755640
2009-2010,CJ Miles,3700000
2009-2010,Steven Hunter,3696000
2009-2010,Willie Green,3682000
2009-2010,Ramon Sessions,3670667
2009-2010,Chris Andersen,3650000
2009-2010,Damien Wilkins,3630000
2009-2010,Tyreke Evans,3610080
2009-2010,Charlie Bell,3602960
2009-2010,Travis Outlaw,3600000
2009-2010,Randy Foye,3575761
2009-2010,Keyon Dooling,3564000
2009-2010,Jeff Green,3516960
2009-2010,Carlos Delfino,3500000
2009-2010,Brian Cook,3500000
2009-2010,Brian Scalabrine,3413793
2009-2010,Kevin Love,3401040
2009-2010,Marc Gasol,3333333
2009-2010,Luis Scola,3284667
2009-2010,Rudy Gay,3280997
2009-2010,Matt Bonner,3256500
2009-2010,Yi Jianlian,3194400
2009-2010,Kelenna Azubuike,3100000
2009-2010,Danilo Gallinari,3089040
2009-2010,Glen Davis,3000004
2009-2010,Jamario Moon,3000000
2009-2010,Eduardo Najera,3000000
2009-2010,Grant Hill,3000000
2009-2010,Andray Blatche,3000000
2009-2010,Hakim Warrick,3000000
2009-2010,Chris Wilcox,3000000
2009-2010,Jonny Flynn,2969280
2009-2010,Corey Brewer,2916120
2009-2010,Kris Humphries,2900000
2009-2010,Dorell Wright,2887165
2009-2010,Eddie House,2862000
2009-2010,Mark Madsen,2840000
2009-2010,JJ Redick,2839408
2009-2010,Eric Gordon,2819880
2009-2010,Hilton Armstrong,2801198
2009-2010,Earl Watson,2800000
2009-2010,Thabo Sefolosha,2759628
2009-2010,Ronnie Brewer,2717161
2009-2010,Stephen Curry,2710560
2009-2010,Brandan Wright,2671440
2009-2010,Anthony Parker,2644231
2009-2010,Joe Alexander,2583360
2009-2010,Sebastian Telfair,2500000
2009-2010,Maurice Evans,2500000
2009-2010,Michael Finley,2500000
2009-2010,Jordan Hill,2483280
2009-2010,Joakim Noah,2455680
2009-2010,Shawne Williams,2416067
2009-2010,Ricky Davis,2400000
2009-2010,D.J. Augustin,2374680
2009-2010,Spencer Hawes,2332800
2009-2010,David Andersen,2314815
2009-2010,Craig Smith,2300000
2009-2010,DeMar DeRozan,2282640
2009-2010,Brook Lopez,2255880
2009-2010,Acie Law,2216160
2009-2010,Ryan Hollins,2183333
2009-2010,Brandon Jennings,2168520
2009-2010,Chuck Hayes,2147750
2009-2010,Jerryd Bayless,2143080
2009-2010,Renaldo Balkman,2112417
2009-2010,Thaddeus Young,2105400
2009-2010,Ersan Ilyasova,2100000
2009-2010,Rajon Rondo,2094923
2009-2010,Jarvis Hayes,2062800
2009-2010,Anthony Johnson,2062800
2009-2010,Brent Barry,2062800
2009-2010,Terrence Williams,2060040
2009-2010,Josh Boone,2056968
2009-2010,Jason Thompson,2035920
2009-2010,Kyle Lowry,2034996
2009-2010,Julian Wright,2000040
2009-2010,Jannero Pargo,1990000
2009-2010,Shannon Brown,1990000
2009-2010,Fabricio Oberto,1990000
2009-2010,Rasho Nesterovic,1990000
2009-2010,Ronald Murray,1990000
2009-2010,Channing Frye,1990000
2009-2010,Gerald Henderson,1957080
2009-2010,Jordan Farmar,1947240
2009-2010,Brandon Rush,1934160
2009-2010,Al Thornton,1900200
2009-2010,Mardy Collins,1867742
2009-2010,Tyler Hansbrough,1859160
2009-2010,Anthony Randolph,1837560
2009-2010,Goran Dragic,1836000
2009-2010,Rodney Stuckey,1805040
2009-2010,Antoine Wright,1800000
2009-2010,Earl Clark,1766280
2009-2010,Robin Lopez,1745520
2009-2010,Nick Young,1714800
2009-2010,Francisco Elson,1700000
2009-2010,Austin Daye,1677840
2009-2010,Marreese Speights,1658280
2009-2010,J.J. Barea,1657500
2009-2010,Sean Williams,1629120
2009-2010,Hamed Haddadi,1627779
2009-2010,Solomon Jones,1620000
2009-2010,Matt Barnes,1600000
2009-2010,Devean George,1600000
2009-2010,James Johnson,1594080
2009-2010,Sergio Rodriguez,1576696
2009-2010,Roy Hibbert,1575360
2009-2010,Marco Belinelli,1547640
2009-2010,Oleksiy Pecherov,1547640
2009-2010,Jrue Holiday,1514280
2009-2010,Sasha Pavlovic,1500000
2009-2010,JaVale McGee,1496640
2009-2010,Javaris Crittenton,1477920
2009-2010,Ty Lawson,1438680
2009-2010,JJ Hickson,1429200
2009-2010,Jason Smith,1418880
2009-2010,Jeff Teague,1373880
2009-2010,Alexis Ajinca,1372080
2009-2010,Daequan Cook,1362120
2009-2010,Roko-Leni Ukic,1350000
2009-2010,Eric Maynor,1318920
2009-2010,Ryan Anderson,1317120
2009-2010,Jared Dudley,1307640
2009-2010,Malik Allen,1300000
2009-2010,Darren Collison,1266120
2009-2010,Courtney Lee,1264440
2009-2010,Wilson Chandler,1255440
2009-2010,Ronnie Price,1250000
2009-2010,Kosta Koufos,1214040
2009-2010,Omri Casspi,1167000
2009-2010,Rudy Fernandez,1165320
2009-2010,Serge Ibaka,1120200
2009-2010,Byron Mullens,1120200
2009-2010,Nicolas Batum,1118760
2009-2010,Aaron Brooks,1118520
2009-2010,Devin Brown,1107572
2009-2010,Arron Afflalo,1086240
2009-2010,George Hill,1081680
2009-2010,Rodrigue Beaubois,1075440
2009-2010,Alando Tucker,1071720
2009-2010,Darrell Arthur,1050480
2009-2010,Chris Quinn,1050387
2009-2010,Royal Ivey,1050000
2009-2010,Taj Gibson,1039800
2009-2010,D.J. White,1036440
2009-2010,Quinton Ross,1033342
2009-2010,Steve Novak,1031000
2009-2010,James Singleton,1030189
2009-2010,J.R. Giddens,1028880
2009-2010,DeMarre Carroll,1009680
2009-2010,Wayne Ellington,1003560
2009-2010,C.J. Watson,1000497
2009-2010,Aaron Gray,1000497
2009-2010,Toney Douglas,996240
2009-2010,Ian Mahinmi,989670
2009-2010,Didier Ilunga-Mbenga,959111
2009-2010,Josh Powell,959111
2009-2010,Yakhouba Diawara,945000
2009-2010,Zydrunas Ilgauskas,925000
2009-2010,Salim Stoudamire,884881
2009-2010,Kyle Weaver,870968
2009-2010,Kyrylo Fesenko,870000
2009-2010,Donte Greene,870000
2009-2010,Lou Amundson,855189
2009-2010,Patrick O'Bryant,855189
2009-2010,Quincy Douby,855189
2009-2010,Leon Powe,855189
2009-2010,Randolph Morris,855189
2009-2010,DeJuan Blair,850000
2009-2010,James White,825497
2009-2010,Ike Diogu,825497
2009-2010,Sean Marks,825497
2009-2010,Mikki Moore,825497
2009-2010,Keith Bogans,825497
2009-2010,Jamaal Magloire,825497
2009-2010,Jason Williams,825497
2009-2010,Brian Skinner,825497
2009-2010,Paul Davis,825497
2009-2010,Desmond Mason,825497
2009-2010,Johan Petro,825497
2009-2010,Sean May,825479
2009-2010,Sam Young,824200
2009-2010,Ime Udoka,786650
2009-2010,Mario Chalmers,756000
2009-2010,Earl Boykins,752659
2009-2010,Jamaal Tinsley,738091
2009-2010,Sun Yue,736420
2009-2010,Dontell Jefferson,736420
2009-2010,Sonny Weems,736420
2009-2010,Walter Sharpe,736420
2009-2010,Mike Taylor,736420
2009-2010,Joe Crawford,736420
2009-2010,DeAndre Jordan,736420
2009-2010,Darnell Jackson,736420
2009-2010,Othello Hunter,736420
2009-2010,Chase Budinger,725000
2009-2010,Jermaine Taylor,725000
2009-2010,Mike Wilks,679821
2009-2010,Allen Iverson,650686
2009-2010,Jodie Meeks,650000
2009-2010,Chris Hunter,632455
2009-2010,Jonathan Bender,597271
2009-2010,Rafer Alston,475875
2009-2010,DaJuan Summers,457588
2009-2010,Dante Cunningham,457588
2009-2010,Patty Mills,457588
2009-2010,Derrick Byars,457588
2009-2010,Taylor Griffin,457588
2009-2010,Trey Gilder,457588
2009-2010,Jon Brockman,457588
2009-2010,Wesley Matthews,457588
2009-2010,Mario West,451595
2009-2010,Anthony Tolliver,427316
2009-2010,Jerry Stackhouse,422460
2009-2010,Sundiata Gaines,269169
2009-2010,Shaun Livingston,228226
2009-2010,Travis Diener,208802
2009-2010,Chris Richard,186271
2009-2010,Larry Hughes,160244
2009-2010,Reggie Williams,118435
2009-2010,Othyus Jeffers,113051
2009-2010,Brian Cardinal,111685
2009-2010,Mike Harris,95301
2009-2010,Garrett Temple,88826
2009-2010,Kenny Hasbrouck,75476
2009-2010,Cartier Martin,69310
2009-2010,Earl Barron,63127
2009-2010,Curtis Jerrells,59217
2009-2010,Dwayne Jones II,48559
2009-2010,Joey Dorsey,47651
2009-2010,Alonzo Gee,45759
2009-2010,Shavlik Randolph,43703
2009-2010,Mustafa Shakur,40375
2009-2010,Cedric Jackson,40375
2009-2010,Alexander Johnson,29135
2009-2010,Rob Kurz,25991
2009-2010,Coby Karl,17328
2009-2010,Brian Butch,10767
2009-2010,Greg Stiemsma,5383
2009-2010,Tony Gaffney,2692
2009-2010,Oliver Lafayette,2692
2010-2011,Kobe Bryant,24806250
2010-2011,Zach Randolph,17666666
2010-2011,Vince Carter,17522375
2010-2011,Dirk Nowitzki,17278618
2010-2011,Carmelo Anthony,17149243
2010-2011,Dwight Howard,16647180
2010-2011,Kenyon Martin,16545454
2010-2011,Amar'e Stoudemire,16486611
2010-2011,Joe Johnson,16324500
2010-2011,Elton Brand,15959099
2010-2011,Chris Paul,14940153
2010-2011,Rashard Lewis,19573711
2010-2011,Deron Williams,14940153
2010-2011,Chris Bosh,14500000
2010-2011,LeBron James,14500000
2010-2011,Jason Richardson,14444443
2010-2011,Carlos Boozer,14400000
2010-2011,Dwyane Wade,14200000
2010-2011,Baron Davis,14000000
2010-2011,Paul Pierce,13876321
2010-2011,Andrew Bynum,13700000
2010-2011,Rudy Gay,13603750
2010-2011,Tim Duncan,18835381
2010-2011,Brandon Roy,13603750
2010-2011,Tony Parker,13500000
2010-2011,Samuel Dalembert,13428129
2010-2011,Antawn Jamison,13358905
2010-2011,Nick Collison,13270000
2010-2011,Chauncey Billups,13150000
2010-2011,Al Jefferson,13000000
2010-2011,Tyson Chandler,12600000
2010-2011,Richard Hamilton,12500000
2010-2011,Andre Iguodala,12345250
2010-2011,Kevin Garnett,18832044
2010-2011,Manu Ginobili,11854584
2010-2011,Michael Redd,18300000
2010-2011,Pau Gasol,17823000
2010-2011,Andrei Kirilenko,17823000
2010-2011,Gilbert Arenas,17730694
2010-2011,Yao Ming,17686100
2010-2011,Chris Kaman,11800000
2010-2011,Marcus Camby,11749832
2010-2011,Josh Smith,11700000
2010-2011,Eddy Curry,11530592
2010-2011,Emeka Okafor,11495000
2010-2011,Nene Hilario,11360000
2010-2011,Luol Deng,11345000
2010-2011,LaMarcus Aldridge,11244000
2010-2011,Tayshaun Prince,11148760
2010-2011,Andrew Bogut,11000000
2010-2011,Monta Ellis,11000000
2010-2011,Danny Granger,10973202
2010-2011,David Lee,10800000
2010-2011,Jamal Crawford,10800000
2010-2011,Ben Gordon,10800000
2010-2011,Kevin Martin,10600005
2010-2011,Mike Dunleavy,10561984
2010-2011,Caron Butler,10561960
2010-2011,Gerald Wallace,10500000
2010-2011,Steve Nash,10310938
2010-2011,Hedo Turkoglu,10215850
2010-2011,Ray Allen,10000000
2010-2011,Mehmet Okur,9945000
2010-2011,Jason Terry,9873000
2010-2011,Corey Maggette,9600000
2010-2011,Cuttino Mobley,9500000
2010-2011,Mo Williams,9300000
2010-2011,Kirk Hinrich,9100000
2010-2011,Rajon Rondo,9090911
2010-2011,Andris Biedrins,9000000
2010-2011,Boris Diaw,9000000
2010-2011,Jose Calderon,9000000
2010-2011,Devin Harris,8981000
2010-2011,Jason Kidd,8610500
2010-2011,Andrea Bargnani,8500000
2010-2011,T.J. Ford,8500000
2010-2011,Stephen Jackson,8453250
2010-2011,Richard Jefferson,8400000
2010-2011,David West,8287500
2010-2011,Lamar Odom,8200000
2010-2011,Brendan Haywood,6900000
2010-2011,Nazr Mohammed,6883800
2010-2011,Vladimir Radmanovic,6883800
2010-2011,Andres Nocioni,6850000
2010-2011,Greg Oden,6760524
2010-2011,JR Smith,6757851
2010-2011,Kendrick Perkins,6696720
2010-2011,Morris Peterson,6665000
2010-2011,Jeff Foster,6655000
2010-2011,Jason Kapono,6641440
2010-2011,Tyrus Thomas,6611570
2010-2011,Jerome James,6600000
2010-2011,Josh Childress,6500000
2010-2011,Beno Udrih,6478600
2010-2011,DeSagana Diop,6478600
2010-2011,Mike James,6466600
2010-2011,Trevor Ariza,6322320
2010-2011,Metta World Peace,6322320
2010-2011,Rasheed Wallace,6322320
2010-2011,Marcin Gortat,6322320
2010-2011,Kevin Durant,6053663
2010-2011,John Salmons,8000000
2010-2011,Mark Blount,7967375
2010-2011,Jameer Nelson,7800000
2010-2011,Luis Scola,7775378
2010-2011,Joel Przybilla,7725470
2010-2011,Paul Millsap,7600000
2010-2011,Shane Battier,7354500
2010-2011,Anderson Varejao,7281818
2010-2011,Andre Miller,7269264
2010-2011,Marvin Williams,7262500
2010-2011,JJ Redick,7250000
2010-2011,Dan Gadzuric,7248325
2010-2011,James Posey,7148800
2010-2011,Leandro Barbosa,7100000
2010-2011,Marko Jaric,7100000
2010-2011,Shawn Marion,7055500
2010-2011,Charlie Villanueva,7020000
2010-2011,Raymond Felton,7000000
2010-2011,Travis Outlaw,7000000
2010-2011,Andray Blatche,5904152
2010-2011,Al Harrington,5765000
2010-2011,Drew Gooden,5765000
2010-2011,Wesley Matthews,5765000
2010-2011,Kyle Lowry,5750000
2010-2011,Derrick Rose,5546160
2010-2011,Nenad Krstic,5543116
2010-2011,Francisco Garcia,5500000
2010-2011,Sasha Vujacic,5475113
2010-2011,Al Horford,5444857
2010-2011,Blake Griffin,5357280
2010-2011,Mickael Pietrus,5300000
2010-2011,Luke Walton,5260000
2010-2011,Speedy Claxton,5209454
2010-2011,Channing Frye,5200000
2010-2011,John Wall,5144280
2010-2011,Reggie Evans,5080000
2010-2011,Jason Maxiell,5000000
2010-2011,Kyle Korver,5000000
2010-2011,Linas Kleiza,4995000
2010-2011,Michael Beasley,4962240
2010-2011,Mike Conley,4913077
2010-2011,Antonio McDyess,4860000
2010-2011,Marcus Banks,4847586
2010-2011,Darius Songaila,4818000
2010-2011,Martell Webster,4800000
2010-2011,Hasheem Thabeet,4793280
2010-2011,Ronnie Brewer,4790000
2010-2011,Evan Turner,4602720
2010-2011,Jarrett Jack,4600000
2010-2011,Chris Andersen,4533300
2010-2011,O.J. Mayo,4456200
2010-2011,Jeff Green,4455988
2010-2011,Charlie Bell,4447792
2010-2011,Brad Miller,4400000
2010-2011,Darko Milicic,4325000
2010-2011,James Harden,4304520
2010-2011,Matt Carroll,4300000
2010-2011,Nikola Pekovic,4275000
2010-2011,Zaza Pachulia,4251250
2010-2011,Hakim Warrick,4250000
2010-2011,Randy Foye,4250000
2010-2011,Nate Robinson,4200000
2010-2011,DeShawn Stevenson,4151786
2010-2011,Derrick Favors,4133280
2010-2011,Bruce Bowen,4100000
2010-2011,Greg Buckner,4080915
2010-2011,Yi Jianlian,4050499
2010-2011,Russell Westbrook,4017720
2010-2011,Daniel Gibson,4015334
2010-2011,Ronny Turiaf,4000000
2010-2011,Luke Ridnour,4000000
2010-2011,Ryan Gomes,4000000
2010-2011,Willie Green,3976000
2010-2011,Ramon Sessions,3964320
2010-2011,Tyreke Evans,3880920
2010-2011,Corey Brewer,3875000
2010-2011,Jordan Farmar,3750000
2010-2011,Wesley Johnson,3726600
2010-2011,CJ Miles,3700000
2010-2011,Derek Fisher,3700000
2010-2011,Kevin Love,3638280
2010-2011,C.J. Watson,3600000
2010-2011,Marc Gasol,3573333
2010-2011,Timofey Mozgov,3567096
2010-2011,Dorell Wright,3540000
2010-2011,Chris Duhon,3500000
2010-2011,Udonis Haslem,3500000
2010-2011,Shaun Livingston,3500000
2010-2011,Tiago Splitter,3400000
2010-2011,Brandan Wright,3398072
2010-2011,DeMarcus Cousins,3374640
2010-2011,Danilo Gallinari,3304560
2010-2011,Joel Anthony,3300000
2010-2011,Kelenna Azubuike,3300000
2010-2011,Thabo Sefolosha,3250000
2010-2011,Will Bynum,3250000
2010-2011,Johan Petro,3250000
2010-2011,Grant Hill,3240000
2010-2011,Kris Humphries,3200000
2010-2011,Jonny Flynn,3192000
2010-2011,Joakim Noah,3128536
2010-2011,Ekpe Udoh,3065040
2010-2011,Matt Bonner,3050000
2010-2011,Eric Gordon,3016680
2010-2011,Glen Davis,3000004
2010-2011,Raja Bell,3000000
2010-2011,Jamario Moon,3000000
2010-2011,Eduardo Najera,3000000
2010-2011,Tony Allen,3000000
2010-2011,Chris Wilcox,3000000
2010-2011,Spencer Hawes,2974320
2010-2011,Stephen Curry,2913840
2010-2011,Thaddeus Young,2901241
2010-2011,Julian Wright,2858057
2010-2011,Anthony Parker,2855769
2010-2011,Mark Madsen,2840000
2010-2011,Greg Monroe,2798040
2010-2011,Rodney Stuckey,2767126
2010-2011,Sebastian Telfair,2700000
2010-2011,Jordan Hill,2669520
2010-2011,Nick Young,2630503
2010-2011,Al-Farouq Aminu,2563320
2010-2011,D.J. Augustin,2540000
2010-2011,Maurice Evans,2500000
2010-2011,Dahntay Jones,2500000
2010-2011,David Andersen,2500000
2010-2011,DeMar DeRozan,2453880
2010-2011,Brook Lopez,2413320
2010-2011,Ricky Davis,2400000
2010-2011,Marquis Daniels,2388000
2010-2011,Marco Belinelli,2380270
2010-2011,Gordon Hayward,2356320
2010-2011,Ryan Hollins,2333333
2010-2011,Brandon Jennings,2331120
2010-2011,Ersan Ilyasova,2320500
2010-2011,Craig Smith,2300000
2010-2011,Jerryd Bayless,2292600
2010-2011,Quentin Richardson,2265000
2010-2011,Paul George,2238360
2010-2011,Lou Amundson,2225000
2010-2011,Terrence Williams,2214480
2010-2011,Anthony Tolliver,2200000
2010-2011,Jason Smith,2187913
2010-2011,Jason Thompson,2178000
2010-2011,Daequan Cook,2169857
2010-2011,Jared Dudley,2151068
2010-2011,Shannon Brown,2149200
2010-2011,Wilson Chandler,2130482
2010-2011,Cole Aldrich,2126520
2010-2011,Gerald Henderson,2103840
2010-2011,Keyon Dooling,2080000
2010-2011,Ben Wallace,2080000
2010-2011,Brandon Rush,2069040
2010-2011,Anthony Johnson,2062800
2010-2011,Brent Barry,2062800
2010-2011,Xavier Henry,2020200
2010-2011,Aaron Brooks,2016692
2010-2011,Tyler Hansbrough,1998600
2010-2011,Rasho Nesterovic,1990000
2010-2011,Chuck Hayes,1972500
2010-2011,Goran Dragic,1972000
2010-2011,Anthony Randolph,1965720
2010-2011,Arron Afflalo,1959577
2010-2011,Ed Davis,1919160
2010-2011,Earl Clark,1898760
2010-2011,Robin Lopez,1867320
2010-2011,Patrick Patterson,1823280
2010-2011,Dikembe Mutombo,1823280
2010-2011,J.J. Barea,1815000
2010-2011,Austin Daye,1803720
2010-2011,Kurt Thomas,1800000
2010-2011,Marreese Speights,1773960
2010-2011,Matt Barnes,1765000
2010-2011,Larry Sanders,1731960
2010-2011,Omer Asik,1721000
2010-2011,James Johnson,1713600
2010-2011,Roy Hibbert,1685280
2010-2011,Renaldo Balkman,1675000
2010-2011,Luke Babbitt,1645440
2010-2011,Sean Williams,1629120
2010-2011,Jrue Holiday,1627920
2010-2011,JaVale McGee,1601040
2010-2011,Hamed Haddadi,1600000
2010-2011,Keith Bogans,1600000
2010-2011,Kevin Seraphin,1563120
2010-2011,Ty Lawson,1546560
2010-2011,JJ Hickson,1528920
2010-2011,Solomon Jones,1500000
2010-2011,Eric Bledsoe,1485000
2010-2011,Jeff Teague,1476840
2010-2011,Alexis Ajinca,1467840
2010-2011,Avery Bradley,1418160
2010-2011,Eric Maynor,1417800
2010-2011,Ryan Anderson,1409040
2010-2011,Roger Mason Jr.,1400000
2010-2011,Ronnie Price,1381250
2010-2011,James Anderson,1361400
2010-2011,Darren Collison,1361040
2010-2011,Courtney Lee,1352640
2010-2011,Eddie House,1352181
2010-2011,Zydrunas Ilgauskas,1352181
2010-2011,Shaquille O'Neal,1352181
2010-2011,Roko-Leni Ukic,1350000
2010-2011,Craig Brackins,1306920
2010-2011,Kosta Koufos,1298640
2010-2011,Elliot Williams,1254720
2010-2011,Omri Casspi,1254480
2010-2011,Rudy Fernandez,1246680
2010-2011,Trevor Booker,1204560
2010-2011,Serge Ibaka,1204200
2010-2011,Byron Mullens,1204200
2010-2011,Royal Ivey,1200000
2010-2011,Nicolas Batum,1196760
2010-2011,Damion James,1156320
2010-2011,Rodrigue Beaubois,1156080
2010-2011,Brian Cook,1146337
2010-2011,James Jones,1146337
2010-2011,Darrell Arthur,1123680
2010-2011,Taj Gibson,1117680
2010-2011,Dominique Jones,1110120
2010-2011,D.J. White,1108680
2010-2011,Kyrylo Fesenko,1087500
2010-2011,DeMarre Carroll,1085400
2010-2011,Wayne Ellington,1078800
2010-2011,Quincy Pondexter,1073280
2010-2011,Alando Tucker,1071720
2010-2011,Toney Douglas,1071000
2010-2011,Jordan Crawford,1042320
2010-2011,Greivis Vasquez,1035960
2010-2011,Quinton Ross,1033342
2010-2011,James Singleton,1030189
2010-2011,Jawad Williams,1029389
2010-2011,Aaron Gray,1028840
2010-2011,Daniel Orton,1028400
2010-2011,Christian Eyenga,1020960
2010-2011,Lazar Hayward,1020960
2010-2011,Jon Brockman,1000000
2010-2011,Stephen Graham,992680
2010-2011,Joey Graham,992680
2010-2011,Patty Mills,937195
2010-2011,Donte Greene,930700
2010-2011,DeJuan Blair,918000
2010-2011,Sam Young,886000
2010-2011,Ian Mahinmi,885120
2010-2011,Pops Mensah-Bonsu,885120
2010-2011,Alexander Johnson,885120
2010-2011,Josh McRoberts,885120
2010-2011,Salim Stoudamire,884881
2010-2011,Marcus Haislip,855189
2010-2011,Quincy Douby,855189
2010-2011,Mouhamed Sene,855189
2010-2011,Tarence Kinsey,855189
2010-2011,Malik Hairston,854389
2010-2011,Dwayne Jones II,854389
2010-2011,Darius Miles,854389
2010-2011,Javaris Crittenton,854389
2010-2011,Mario Chalmers,854389
