Year,Name,player_height,player_weight,gp,net_rating
2013,Darius Johnson-Odom,187.96,97.52228,3.0,-9.9
2013,Darius Miller,203.2,102.0582,45.0,1.0
2013,Darius Morris,193.04,88.45044,27.0,-12.1
2013,Darrell Arthur,205.74,106.59412,68.0,3.3
2013,Darren Collison,182.88,79.3786,80.0,5.7
2013,David Lee,205.74,108.86208,69.0,9.7
2013,David West,205.74,113.398,80.0,8.4
2013,DeAndre Jordan,210.82,120.20188,82.0,9.2
2013,DeAndre Liggins,198.12,94.800728,1.0,33.3
2013,DeJuan Blair,200.66,122.46984,78.0,1.3
2013,DeMar DeRozan,200.66,97.975872,79.0,3.4
2013,DeMarcus Cousins,210.82,122.46984,71.0,-1.9
2013,DeMarre Carroll,203.2,96.161504,73.0,3.4
2013,Dennis Schroder,185.42,76.203456,49.0,-16.2
2013,Derek Fisher,185.42,95.25431999999999,81.0,9.1
2013,Deron Williams,190.5,94.800728,64.0,5.2
2013,Derrick Favors,208.28,121.562656,73.0,-8.7
2013,Derrick Rose,190.5,86.18248,10.0,-3.3
2013,Derrick Williams,203.2,108.86208,78.0,-4.5
2013,Devin Harris,190.5,87.089664,40.0,11.2
2013,Dewayne Dedmon,213.36,115.66596,31.0,-10.2
2013,Dexter Pittman,210.82,129.27372,2.0,2.8
2013,Diante Garrett,193.04,86.18248,71.0,-6.1
2013,Dion Waiters,193.04,102.0582,70.0,-2.5
2013,Dionte Christmas,195.58,92.98636,31.0,-4.9
2013,Dirk Nowitzki,213.36,111.13004,80.0,4.9
2013,Donald Sloan,190.5,92.98636,48.0,-11.5
2013,Donatas Motiejunas,213.36,100.697424,62.0,4.0
2013,Dorell Wright,205.74,92.98636,68.0,1.2
2013,Doron Lamb,193.04,90.7184,53.0,-0.6
2013,Draymond Green,200.66,104.32616,82.0,5.8
2013,Drew Gooden,208.28,113.398,22.0,-5.2
2013,Dwight Buycks,190.5,86.18248,14.0,-1.7
2013,Dwight Howard,210.82,120.20188,71.0,7.9
2013,Dwyane Wade,193.04,99.79024,54.0,4.5
2013,E'Twaun Moore,193.04,86.636072,79.0,-3.5
2013,Earl Clark,208.28,106.140528,54.0,-8.5
2013,Earl Watson,185.42,90.264808,24.0,-0.8
2013,Ed Davis,208.28,102.0582,63.0,3.9
2013,Ekpe Udoh,208.28,111.13004,42.0,-9.2
2013,Elias Harris,203.2,108.408488,2.0,-14.3
2013,Elliot Williams,195.58,81.64656,67.0,-14.9
2013,Elton Brand,205.74,115.212368,73.0,-1.3
2013,Enes Kanter,210.82,112.037224,80.0,-12.8
2013,Eric Bledsoe,185.42,88.45044,43.0,4.9
2013,Eric Gordon,193.04,97.52228,64.0,-6.2
2013,Eric Maynor,190.5,79.3786,31.0,-26.5
2013,Erik Murphy,208.28,104.32616,24.0,-40.0
2013,Ersan Ilyasova,208.28,106.59412,55.0,-9.9
2013,Evan Fournier,198.12,90.7184,76.0,0.1
2013,Evan Turner,200.66,99.79024,81.0,-7.0
2013,Francisco Garcia,200.66,88.45044,55.0,3.3
2013,Gal Mekel,190.5,86.636072,31.0,-1.9
2013,Garrett Temple,198.12,88.45044,75.0,-5.6
2013,Gary Neal,193.04,95.25431999999999,52.0,-8.8
2013,George Hill,190.5,85.275296,76.0,6.2
2013,Gerald Green,203.2,95.25431999999999,82.0,1.2
2013,Gerald Henderson,195.58,97.52228,77.0,-0.9
2013,Gerald Wallace,200.66,99.79024,58.0,-6.2
2013,Giannis Antetokounmpo,205.74,92.98636,77.0,-4.4
2013,Gigi Datome,203.2,97.52228,34.0,8.6
2013,Glen Davis,205.74,131.088088,68.0,-5.9
2013,Glen Rice,198.12,93.439952,11.0,-2.6
2013,Goran Dragic,190.5,86.18248,76.0,6.5
2013,Gordon Hayward,203.2,99.79024,77.0,-8.4
2013,Gorgui Dieng,210.82,107.954896,60.0,-3.8
2013,Greg Monroe,210.82,113.398,82.0,-4.1
2013,Greg Oden,213.36,123.83061599999999,23.0,-7.5
2013,Greg Smith,208.28,113.398,11.0,-4.7
2013,Greg Stiemsma,210.82,117.93392,55.0,-9.5
2013,Greivis Vasquez,198.12,95.707912,79.0,4.3
2013,Gustavo Ayon,208.28,113.398,26.0,-1.6
2013,Hamady Ndiaye,213.36,106.59412,14.0,-14.9
2013,Harrison Barnes,203.2,95.25431999999999,78.0,-0.8
2013,Hasheem Thabeet,220.98,119.294696,23.0,4.2
2013,Hedo Turkoglu,208.28,99.79024,38.0,2.2
2013,Henry Sims,208.28,112.490816,46.0,-8.9
2013,Hilton Armstrong,210.82,106.59412,15.0,10.5
2013,Hollis Thompson,203.2,93.439952,77.0,-11.1
2013,Ian Clark,190.5,78.471416,23.0,1.4
2013,Ian Mahinmi,210.82,113.398,77.0,1.2
2013,Iman Shumpert,195.58,99.79024,74.0,5.2
2013,Isaiah Canaan,182.88,85.275296,22.0,-4.8
2013,Isaiah Thomas,175.26,83.91452,72.0,0.2
2013,Ish Smith,182.88,79.3786,70.0,0.9
2013,J.J. Barea,182.88,80.73937600000002,79.0,-4.3
2013,JJ Hickson,205.74,109.76926399999999,69.0,-5.5
2013,JJ Redick,193.04,86.18248,35.0,8.6
2013,JR Smith,198.12,99.79024,74.0,-1.0
2013,JaVale McGee,213.36,122.46984,5.0,0.1
2013,Jae Crowder,198.12,106.59412,78.0,12.1
2013,Jamaal Franklin,195.58,86.636072,21.0,4.8
2013,Jamaal Tinsley,190.5,85.275296,8.0,-20.2
2013,Jamal Crawford,195.58,90.7184,69.0,6.1
2013,Jameer Nelson,182.88,86.18248,68.0,-6.5
2013,James Anderson,198.12,95.25431999999999,80.0,-11.2
2013,James Harden,195.58,99.79024,73.0,7.6
2013,James Johnson,205.74,112.490816,52.0,6.4
2013,James Jones,203.2,97.52228,20.0,19.5
2013,James Nunnally,200.66,92.98636,13.0,-11.4
2013,James Southerland,203.2,97.52228,4.0,8.4
2013,Jan Vesely,213.36,109.76926399999999,54.0,-8.8
2013,Jannero Pargo,185.42,83.91452,29.0,-11.7
2013,Jared Cunningham,193.04,88.45044,13.0,-0.9
2013,Jared Dudley,200.66,102.0582,74.0,6.2
2013,Jared Sullinger,205.74,117.93392,74.0,-2.9
2013,Jarrett Jack,190.5,90.7184,80.0,-5.0
2013,Jarvis Varnado,205.74,104.32616,24.0,-11.6
2013,Jason Collins,213.36,115.66596,22.0,-9.2
2013,Jason Maxiell,200.66,117.93392,34.0,-10.5
2013,Jason Smith,213.36,108.86208,31.0,-2.7
2013,Jason Terry,187.96,81.64656,35.0,-6.2
2013,Jason Thompson,210.82,113.398,82.0,-0.3
2013,Jeff Adrien,200.66,111.13004,53.0,-3.7
2013,Jeff Ayres,205.74,113.398,73.0,7.0
2013,Jeff Green,205.74,106.59412,82.0,-7.3
2013,Jeff Teague,187.96,82.10015200000002,79.0,1.6
2013,Jeff Withey,213.36,106.59412,58.0,2.1
2013,Jeffery Taylor,200.66,102.0582,26.0,-6.9
2013,Jeremy Evans,205.74,89.357624,66.0,-7.4
2013,Jeremy Lamb,195.58,83.91452,78.0,8.1
2013,Jeremy Lin,190.5,90.7184,71.0,5.1
2013,Jeremy Tyler,208.28,113.398,41.0,-4.6
2013,Jermaine O'Neal,210.82,115.66596,44.0,3.5
2013,Jerryd Bayless,190.5,90.7184,72.0,-4.4
2013,Jimmer Fredette,187.96,88.45044,49.0,-1.8
2013,Jimmy Butler,200.66,99.79024,67.0,4.2
2013,Joakim Noah,210.82,105.233344,80.0,3.9
2013,Jodie Meeks,193.04,94.347136,77.0,-8.9
2013,Joe Johnson,200.66,108.86208,79.0,1.1
2013,Joel Anthony,205.74,111.13004,33.0,-3.5
2013,Joel Freeland,208.28,102.0582,52.0,0.5
2013,John Henson,210.82,99.79024,70.0,-11.5
2013,John Jenkins,193.04,97.52228,13.0,-4.8
2013,John Lucas III,180.34,75.296272,42.0,-16.5
2013,John Salmons,198.12,93.893544,78.0,-0.1
2013,John Wall,193.04,88.45044,82.0,2.9
2013,Jon Leuer,208.28,103.418976,49.0,-1.0
2013,Jonas Jerebko,208.28,104.779752,64.0,-6.9
2013,Jonas Valanciunas,210.82,104.779752,81.0,2.5
2013,Jordan Crawford,193.04,88.45044,81.0,-5.0
2013,Jordan Farmar,187.96,81.64656,41.0,-3.9
2013,Jordan Hamilton,200.66,99.79024,60.0,-4.0
2013,Jordan Hill,208.28,106.59412,72.0,-9.5
2013,Jorge Gutierrez,190.5,88.45044,15.0,-7.8
2013,Jose Calderon,190.5,95.707912,81.0,0.5
2013,Josh Childress,203.2,95.25431999999999,4.0,27.1
2013,Josh Harrellson,208.28,124.7378,32.0,-0.2
2013,Josh McRoberts,208.28,108.86208,78.0,1.0
2013,Josh Powell,205.74,108.86208,1.0,-20.6
2013,Josh Smith,205.74,102.0582,77.0,-4.1
2013,Jrue Holiday,193.04,92.98636,34.0,1.5
2013,Julyan Stone,198.12,90.7184,21.0,-21.4
2013,Justin Hamilton,213.36,115.66596,8.0,-13.9
2013,Kawhi Leonard,200.66,104.32616,66.0,9.6
2013,Keith Bogans,195.58,97.52228,6.0,-9.2
2013,Kelly Olynyk,213.36,107.954896,70.0,-2.3
2013,Kemba Walker,185.42,83.46092800000002,73.0,3.1
2013,Kendall Marshall,193.04,88.45044,54.0,-5.7
2013,Kendrick Perkins,208.28,122.46984,62.0,1.9
2013,Kenneth Faried,203.2,103.418976,80.0,-2.8
2013,Kent Bazemore,195.58,91.171992,67.0,-11.8
2013,Kentavious Caldwell-Pope,195.58,92.98636,80.0,-1.4
2013,Kenyon Martin,205.74,102.0582,32.0,4.8
2013,Kevin Durant,205.74,108.86208,81.0,8.0
2013,Kevin Garnett,210.82,114.758776,54.0,-1.3
2013,Kevin Love,208.28,110.222856,77.0,4.4
2013,Kevin Martin,200.66,89.357624,68.0,2.2
2013,Kevin Seraphin,208.28,126.098576,53.0,-4.6
2013,Khris Middleton,203.2,98.429464,82.0,-8.2
2013,Kirk Hinrich,193.04,86.18248,73.0,3.4
2013,Klay Thompson,200.66,92.98636,81.0,9.5
2013,Kobe Bryant,198.12,92.98636,6.0,-10.5
2013,Kosta Koufos,213.36,120.20188,80.0,2.2
2013,Kris Humphries,205.74,106.59412,69.0,-7.3
2013,Kyle Korver,200.66,96.161504,71.0,2.9
2013,Kyle Lowry,182.88,92.98636,79.0,4.6
2013,Kyle O'Quinn,208.28,113.398,69.0,0.4
2013,Kyle Singler,203.2,104.32616,82.0,-4.8
2013,Kyrie Irving,190.5,87.543256,71.0,-5.1
2013,LaMarcus Aldridge,210.82,108.86208,69.0,7.1
2013,Lance Stephenson,195.58,104.32616,78.0,6.1
2013,Lance Thomas,203.2,102.0582,5.0,-11.2
2013,Landry Fields,200.66,97.52228,30.0,-1.2
2013,Larry Sanders,210.82,106.59412,23.0,-9.3
2013,Lavoy Allen,205.74,115.66596,65.0,-9.3
2013,LeBron James,203.2,113.398,77.0,7.9
2013,Leandro Barbosa,190.5,87.996848,20.0,4.9
2013,Lorenzo Brown,195.58,88.45044,26.0,-3.1
2013,Lou Amundson,205.74,102.0582,19.0,-4.4
2013,Lou Williams,185.42,79.3786,60.0,-5.1
2013,Luc Mbah a Moute,203.2,104.32616,64.0,-7.4
2013,Luis Scola,205.74,108.86208,82.0,0.1
2013,Luke Babbitt,205.74,102.0582,27.0,7.2
2013,Luke Ridnour,187.96,79.3786,61.0,-8.2
2013,Luol Deng,205.74,99.79024,63.0,-0.5
2013,Maalik Wayns,185.42,88.45044,2.0,-13.6
2013,Malcolm Thomas,205.74,102.0582,8.0,3.3
2013,Manny Harris,195.58,83.91452,9.0,-10.9
2013,Manu Ginobili,198.12,92.98636,68.0,12.9
2013,MarShon Brooks,195.58,90.7184,35.0,4.2
2013,Marc Gasol,215.9,120.20188,59.0,-0.5
2013,Marcin Gortat,210.82,108.86208,81.0,4.8
2013,Marco Belinelli,195.58,95.25431999999999,80.0,7.3
2013,Marcus Morris,205.74,106.59412,82.0,4.7
2013,Marcus Thornton,193.04,92.98636,72.0,-0.6
2013,Mario Chalmers,187.96,86.18248,73.0,8.1
2013,Markieff Morris,208.28,111.13004,81.0,4.2
2013,Marquis Teague,187.96,86.18248,40.0,-9.2
2013,Marreese Speights,208.28,115.66596,79.0,-5.8
2013,Martell Webster,200.66,104.32616,78.0,-0.5
2013,Marvin Williams,205.74,107.501304,66.0,-5.6
2013,Mason Plumlee,210.82,106.59412,70.0,-1.3
2013,Matt Barnes,200.66,102.511792,63.0,9.2
2013,Matt Bonner,208.28,106.59412,61.0,7.0
2013,Matthew Dellavedova,193.04,90.7184,72.0,3.8
2013,Maurice Harkless,205.74,99.79024,80.0,-7.2
2013,Melvin Ely,208.28,117.93392,2.0,-13.6
2013,Metta World Peace,200.66,117.93392,29.0,2.0
2013,Meyers Leonard,215.9,111.13004,40.0,-12.2
2013,Michael Beasley,208.28,106.59412,55.0,-1.0
2013,Michael Carter-Williams,198.12,83.91452,70.0,-9.1
2013,Michael Kidd-Gilchrist,200.66,105.233344,62.0,2.0
2013,Mike Conley,185.42,83.91452,73.0,1.4
2013,Mike Dunleavy,205.74,104.32616,82.0,2.7
2013,Mike Harris,198.12,109.76926399999999,20.0,1.7
2013,Mike James,187.96,85.275296,11.0,-5.1
2013,Mike Miller,203.2,98.883056,82.0,-2.5
2013,Mike Muscala,210.82,108.408488,20.0,-20.3
2013,Mike Scott,203.2,107.501304,80.0,-6.3
2013,Miles Plumlee,210.82,115.66596,80.0,1.7
2013,Miroslav Raduljica,213.36,113.398,48.0,-6.1
2013,Mirza Teletovic,205.74,109.76926399999999,72.0,-3.4
2013,Mo Williams,185.42,88.45044,74.0,0.2
2013,Monta Ellis,190.5,83.91452,82.0,1.4
2013,Mustafa Shakur,190.5,86.18248,3.0,-29.6
2013,Nando De Colo,195.58,88.45044,47.0,-0.7
2013,Nate Robinson,175.26,81.64656,44.0,6.7
2013,Nate Wolters,193.04,86.18248,58.0,-1.8
2013,Nazr Mohammed,208.28,113.398,80.0,-0.6
2013,Nemanja Nedovic,190.5,87.089664,24.0,-19.8
2013,Nene,210.82,113.398,53.0,3.4
2013,Nick Calathes,198.12,96.615096,71.0,1.9
2013,Nick Collison,208.28,115.66596,81.0,12.2
2013,Nick Young,200.66,95.25431999999999,64.0,-2.2
2013,Nicolas Batum,203.2,90.7184,82.0,5.1
2013,Nikola Pekovic,210.82,129.27372,54.0,5.7
2013,Nikola Vucevic,213.36,113.398,57.0,-5.1
2013,Norris Cole,187.96,79.3786,82.0,4.1
2013,O.J. Mayo,193.04,95.25431999999999,52.0,-13.9
2013,Ognjen Kuzmic,213.36,113.851592,21.0,-27.3
2013,Omer Asik,213.36,115.66596,48.0,3.4
2013,Omri Casspi,205.74,102.0582,71.0,6.2
2013,Orlando Johnson,195.58,99.79024,45.0,-4.7
2013,Othyus Jeffers,195.58,95.25431999999999,6.0,29.7
2013,Otto Porter Jr.,203.2,89.811216,37.0,-4.8
2013,PJ Tucker,198.12,101.604608,81.0,2.9
2013,Pablo Prigioni,190.5,83.91452,66.0,1.7
2013,Patrick Beverley,185.42,83.91452,56.0,9.1
2013,Patrick Patterson,205.74,106.59412,65.0,6.0
2013,Patty Mills,182.88,83.91452,81.0,10.8
2013,Pau Gasol,213.36,113.398,60.0,-9.1
2013,Paul George,205.74,99.79024,80.0,6.4
2013,Paul Millsap,203.2,114.758776,74.0,1.4
2013,Paul Pierce,200.66,106.59412,75.0,2.2
2013,Pero Antic,210.82,117.93392,50.0,3.8
2013,Perry Jones III,210.82,106.59412,62.0,5.7
2013,Peyton Siva,182.88,83.91452,24.0,-6.3
2013,Phil Pressey,180.34,79.3786,75.0,-0.9
2013,Quincy Acy,200.66,102.0582,63.0,-7.8
2013,Quincy Miller,205.74,95.25431999999999,52.0,-4.3
2013,Quincy Pondexter,198.12,102.0582,15.0,-18.1
2013,Rajon Rondo,185.42,84.368112,30.0,-10.7
2013,Ramon Sessions,190.5,86.18248,83.0,-3.7
2013,Randy Foye,193.04,96.615096,81.0,-3.2
2013,Rashard Lewis,208.28,106.59412,60.0,4.4
2013,Rasual Butler,200.66,97.52228,50.0,-5.9
2013,Ray Allen,195.58,92.98636,73.0,4.6
2013,Ray McCallum,190.5,86.18248,45.0,-6.0
2013,Raymond Felton,185.42,92.98636,65.0,-0.3
2013,Reggie Bullock,200.66,92.98636,43.0,-0.8
2013,Reggie Evans,203.2,111.13004,54.0,-7.0
2013,Reggie Jackson,190.5,94.347136,80.0,8.0
2013,Reggie Williams,198.12,92.98636,3.0,-5.5
2013,Richard Jefferson,200.66,106.140528,82.0,-10.1
2013,Ricky Ledo,200.66,88.45044,11.0,13.8
2013,Ricky Rubio,193.04,83.91452,82.0,5.3
2013,Robbie Hummel,203.2,99.79024,53.0,1.1
2013,Robert Covington,205.74,97.52228,7.0,27.1
2013,Robert Sacre,213.36,117.93392,65.0,-5.7
2013,Robin Lopez,213.36,115.66596,82.0,5.8
2013,Rodney Stuckey,195.58,92.98636,73.0,-4.9
2013,Roger Mason Jr.,195.58,92.98636,25.0,1.2
2013,Ronnie Brewer,200.66,106.59412,24.0,-9.7
2013,Ronnie Price,187.96,86.18248,31.0,-2.8
2013,Ronny Turiaf,208.28,109.31567199999999,31.0,-1.1
2013,Roy Hibbert,218.44,131.54168,81.0,7.5
2013,Royal Ivey,193.04,90.7184,2.0,-20.5
2013,Royce White,203.2,117.93392,3.0,-37.5
2013,Rudy Gay,203.2,104.32616,73.0,-1.9
2013,Rudy Gobert,215.9,111.13004,45.0,-3.4
2013,Russell Westbrook,190.5,90.7184,46.0,8.3
2013,Ryan Anderson,208.28,108.86208,22.0,1.7
2013,Ryan Gomes,200.66,111.13004,5.0,9.8
2013,Ryan Hollins,213.36,108.86208,61.0,6.3
2013,Ryan Kelly,210.82,104.32616,59.0,-3.3
2013,Samuel Dalembert,210.82,113.398,80.0,1.8
2013,Sasha Vujacic,200.66,92.98636,2.0,-42.6
2013,Scotty Hopson,200.66,92.532768,2.0,-13.1
2013,Serge Ibaka,208.28,111.13004,81.0,7.4
2013,Sergey Karasev,200.66,88.904032,22.0,-15.6
2013,Seth Curry,187.96,83.91452,2.0,-4.9
2013,Shabazz Muhammad,198.12,100.697424,37.0,-14.0
2013,Shane Battier,203.2,99.79024,73.0,8.5
2013,Shane Edwards,200.66,99.79024,2.0,-25.6
2013,Shane Larkin,180.34,79.83219199999998,48.0,5.2
2013,Shannon Brown,193.04,95.25431999999999,29.0,-7.8
2013,Shaun Livingston,200.66,79.3786,76.0,2.3
2013,Shavlik Randolph,208.28,107.047712,14.0,21.2
2013,Shawn Marion,200.66,103.418976,76.0,0.0
2013,Shawne Williams,205.74,104.32616,36.0,1.6
2013,Shelvin Mack,190.5,93.893544,73.0,-1.5
2013,Solomon Hill,200.66,102.0582,28.0,2.1
2013,Solomon Jones,208.28,106.59412,11.0,-11.4
2013,Spencer Hawes,215.9,111.13004,80.0,-9.2
2013,Stephen Curry,190.5,83.91452,78.0,9.4
2013,Stephen Jackson,203.2,99.79024,9.0,11.3
2013,Steve Blake,190.5,78.017824,55.0,-4.9
2013,Steve Nash,190.5,80.73937600000002,15.0,-9.3
2013,Steve Novak,208.28,106.59412,54.0,0.6
2013,Steven Adams,213.36,115.66596,81.0,3.8
2013,Taj Gibson,205.74,102.0582,82.0,3.6
2013,Tayshaun Prince,205.74,97.52228,76.0,0.7
2013,Terrence Jones,205.74,114.305184,76.0,4.1
2013,Terrence Ross,198.12,88.45044,81.0,4.0
2013,Thabo Sefolosha,200.66,100.697424,61.0,4.8
2013,Thaddeus Young,203.2,104.32616,79.0,-11.6
2013,Thomas Robinson,208.28,107.501304,70.0,-4.7
2013,Tiago Splitter,210.82,111.13004,59.0,10.5
2013,Tim Duncan,210.82,113.398,74.0,6.6
2013,Tim Hardaway Jr.,198.12,92.98636,81.0,-5.9
2013,Timofey Mozgov,215.9,113.398,82.0,1.0
2013,Tobias Harris,205.74,106.59412,61.0,-6.5
2013,Toney Douglas,187.96,88.45044,51.0,0.8
2013,Tony Allen,193.04,96.615096,55.0,3.8
2013,Tony Mitchell,200.66,102.284996,12.0,2.85
2013,Tony Parker,187.96,83.91452,68.0,6.7
2013,Tony Snell,200.66,90.7184,77.0,-4.2
2013,Tony Wroten,198.12,92.98636,72.0,-12.1
2013,Tornike Shengelia,205.74,99.79024,26.0,-11.0
2013,Toure' Murry,195.58,88.45044,51.0,-1.3
2013,Travis Outlaw,205.74,93.893544,63.0,-4.7
2013,Trevor Ariza,203.2,99.79024,77.0,3.5
2013,Trevor Booker,203.2,106.59412,72.0,-1.3
2013,Trey Burke,185.42,86.18248,70.0,-6.4
2013,Tristan Thompson,205.74,107.954896,82.0,-4.9
2013,Troy Daniels,193.04,92.532768,5.0,22.0
2013,Ty Lawson,180.34,88.45044,62.0,-1.6
2013,Tyler Hansbrough,205.74,113.398,64.0,0.1
2013,Tyler Zeller,213.36,114.758776,70.0,-0.2
2013,Tyreke Evans,198.12,99.79024,72.0,-4.4
2013,Tyshawn Taylor,190.5,83.91452,23.0,-23.9
2013,Tyson Chandler,215.9,108.86208,55.0,0.4
2013,Udonis Haslem,203.2,106.59412,46.0,-2.4
2013,Vander Blue,193.04,90.7184,3.0,10.4
2013,Viacheslav Kravtsov,210.82,115.212368,20.0,-31.9
2013,Victor Claver,205.74,101.604608,21.0,9.1
2013,Victor Oladipo,193.04,97.52228,80.0,-4.9
2013,Vince Carter,198.12,99.79024,81.0,3.0
2013,Vitor Faverani,210.82,117.93392,37.0,-9.4
2013,Wayne Ellington,193.04,90.7184,45.0,-3.3
2013,Wesley Johnson,200.66,97.52228,79.0,-7.6
2013,Wesley Matthews,195.58,99.79024,82.0,4.9
2013,Will Barton,198.12,79.3786,41.0,-0.7
2013,Will Bynum,182.88,83.91452,56.0,-5.7
2013,Willie Green,190.5,91.171992,55.0,6.0
2013,Wilson Chandler,203.2,102.0582,62.0,-4.6
2013,Xavier Henry,198.12,99.79024,43.0,-1.1
2013,Zach Randolph,205.74,117.93392,79.0,1.5
2013,Zaza Pachulia,210.82,124.7378,53.0,-8.6
2014,AJ Price,187.96,88.45044,26.0,-12.2
2014,Aaron Brooks,182.88,73.028312,82.0,5.2
2014,Aaron Gordon,205.74,99.79024,47.0,-5.6
2014,Adreian Payne,208.28,111.13004,32.0,-16.9
2014,Al Horford,208.28,113.398,76.0,6.6
2014,Al Jefferson,208.28,131.088088,65.0,-3.7
2014,Al-Farouq Aminu,205.74,97.52228,74.0,5.7
2014,Alan Anderson,198.12,99.79024,74.0,-1.4
2014,Alec Burks,198.12,95.707912,27.0,-7.4
2014,Alex Kirk,213.36,111.13004,5.0,-61.8
2014,Alex Len,215.9,115.66596,69.0,0.5
2014,Alexey Shved,198.12,84.821704,42.0,-8.5
2014,Alexis Ajinca,218.44,112.490816,68.0,-0.6
2014,Allen Crabbe,198.12,95.25431999999999,51.0,-1.8
2014,Alonzo Gee,198.12,102.0582,54.0,-5.6
2014,Amar'e Stoudemire,208.28,111.13004,59.0,-4.9
2014,Amir Johnson,205.74,108.86208,75.0,2.3
2014,Anderson Varejao,210.82,121.109064,26.0,-1.0
2014,Andre Dawkins,195.58,99.336648,4.0,-18.3
2014,Andre Drummond,210.82,126.552168,82.0,-2.1
2014,Andre Iguodala,198.12,97.52228,77.0,12.2
2014,Andre Miller,187.96,90.7184,81.0,-4.4
2014,Andre Roberson,200.66,95.25431999999999,67.0,5.1
2014,Andrea Bargnani,213.36,111.13004,29.0,-17.5
2014,Andrei Kirilenko,205.74,106.59412,7.0,-39.3
2014,Andrew Bogut,213.36,117.93392,67.0,16.6
2014,Andrew Nicholson,205.74,113.398,40.0,-7.9
2014,Andrew Wiggins,203.2,90.264808,82.0,-10.1
2014,Anthony Bennett,203.2,111.13004,57.0,-16.5
2014,Anthony Davis,208.28,99.79024,68.0,5.1
2014,Anthony Morrow,195.58,95.25431999999999,74.0,4.4
2014,Anthony Tolliver,203.2,108.86208,76.0,3.2
2014,Archie Goodwin,195.58,89.811216,41.0,-15.4
2014,Arinze Onuaku,205.74,124.7378,6.0,-9.7
2014,Aron Baynes,208.28,117.93392,70.0,6.8
2014,Arron Afflalo,195.58,97.52228,78.0,-1.2
2014,Austin Daye,210.82,99.79024,34.0,-3.1
2014,Austin Rivers,193.04,90.7184,76.0,-3.2
2014,Avery Bradley,187.96,81.64656,77.0,-2.4
2014,Ben Gordon,190.5,92.98636,56.0,-9.0
2014,Ben McLemore,195.58,88.45044,82.0,-1.3
2014,Beno Udrih,190.5,92.98636,79.0,0.2
2014,Bernard James,208.28,106.59412,16.0,-1.7
2014,Bismack Biyombo,205.74,111.13004,64.0,-1.2
2014,Blake Griffin,208.28,113.851592,67.0,11.5
2014,Bojan Bogdanovic,203.2,97.975872,78.0,-4.9
2014,Boris Diaw,203.2,113.398,81.0,6.7
2014,Bradley Beal,195.58,93.893544,63.0,5.8
2014,Brandan Wright,208.28,95.25431999999999,75.0,0.1
2014,Brandon Bass,203.2,113.398,82.0,-2.1
2014,Brandon Davies,208.28,108.86208,27.0,-19.1
2014,Brandon Jennings,185.42,76.657048,41.0,0.8
2014,Brandon Knight,190.5,85.728888,63.0,-1.1
2014,Brandon Rush,198.12,99.79024,33.0,-18.9
2014,Brendan Haywood,213.36,119.294696,22.0,-21.3
2014,Brian Roberts,185.42,78.471416,72.0,-4.2
2014,Brook Lopez,213.36,124.7378,72.0,-2.5
2014,Bruno Caboclo,205.74,92.98636,8.0,-60.3
2014,Bryce Cotton,185.42,74.84268,15.0,-0.4
2014,C.J. Watson,187.96,79.3786,57.0,-0.6
2014,CJ McCollum,193.04,90.7184,62.0,5.3
2014,CJ Miles,198.12,104.779752,70.0,4.0
2014,CJ Wilcox,195.58,88.45044,21.0,-10.9
2014,Cameron Bairstow,205.74,113.398,18.0,-16.5
2014,Carl Landry,205.74,112.490816,70.0,-9.2
2014,Carlos Boozer,205.74,117.026736,71.0,-9.2
2014,Carmelo Anthony,203.2,108.86208,40.0,-4.2
2014,Caron Butler,200.66,103.418976,78.0,-1.8
2014,Cartier Martin,200.66,99.79024,23.0,2.3
2014,Chandler Parsons,205.74,102.965384,66.0,4.6
2014,Channing Frye,210.82,115.66596,75.0,-7.6
2014,Charlie Villanueva,210.82,105.233344,64.0,-3.3
2014,Chase Budinger,200.66,94.800728,67.0,-10.5
2014,Chris Andersen,208.28,111.13004,60.0,0.5
2014,Chris Bosh,210.82,106.59412,44.0,-2.2
2014,Chris Copeland,203.2,106.59412,50.0,-3.9
2014,Chris Douglas-Roberts,200.66,95.25431999999999,12.0,-7.8
2014,Chris Johnson,198.12,91.171992,29.0,-2.7
2014,Chris Kaman,213.36,120.20188,74.0,0.6
2014,Chris Paul,182.88,79.3786,82.0,12.2
2014,Chuck Hayes,198.12,108.86208,29.0,7.6
2014,Cleanthony Early,203.2,99.79024,39.0,-13.0
2014,Clint Capela,208.28,108.86208,12.0,5.6
2014,Cody Zeller,213.36,108.86208,62.0,1.4
2014,Cole Aldrich,210.82,113.398,61.0,-16.0
2014,Corey Brewer,205.74,84.368112,80.0,-0.6
2014,Cory Jefferson,205.74,98.883056,50.0,6.8
2014,Cory Joseph,190.5,86.18248,79.0,6.4
2014,Courtney Lee,195.58,90.7184,77.0,2.1
2014,D.J. Augustin,182.88,83.007336,82.0,-2.9
2014,Dahntay Jones,198.12,102.0582,33.0,-23.0
2014,Damian Lillard,190.5,88.45044,82.0,4.5
2014,Damjan Rudez,208.28,90.7184,68.0,-0.7
2014,Danilo Gallinari,208.28,102.0582,59.0,1.4
2014,Danny Granger,205.74,100.697424,30.0,-8.0
2014,Danny Green,198.12,97.52228,81.0,9.9
2014,Dante Cunningham,203.2,104.32616,66.0,0.8
2014,Dante Exum,198.12,86.18248,82.0,3.3
